Ora,Grado,Giorno,Mese,Anno,GradoFix,OraFix,OraFix2,OraFix3,OraFix4
"h:""00:50<br><span class=\""smaller soft\"">So, 1. Jan<\/span>""},","h:""13&nbsp;°C""},",01,01,2012,"['1', '3']",[],00:50,0,00:50:00
"h:""20:50""},","h:""12&nbsp;°C""},",24,09,2012,"['1', '2']",[],20:50,20,20:50:00
"h:""21:50""},","h:""11&nbsp;°C""},",24,09,2012,"['1', '1']",[],21:50,21,21:50:00
"h:""22:50""},","h:""11&nbsp;°C""},",24,09,2012,"['1', '1']",[],22:50,22,22:50:00
"h:""23:50""},","h:""11&nbsp;°C""},",24,09,2012,"['1', '1']",[],23:50,23,23:50:00
"h:""00:50<br><span class=\""smaller soft\"">Di, 25. Sep<\/span>""},","h:""10&nbsp;°C""},",25,09,2012,"['1', '0']",[],00:50,0,00:50:00
"h:""01:50""},","h:""10&nbsp;°C""},",25,09,2012,"['1', '0']",[],01:50,1,01:50:00
"h:""02:50""},","h:""10&nbsp;°C""},",25,09,2012,"['1', '0']",[],02:50,2,02:50:00
"h:""03:50""},","h:""10&nbsp;°C""},",25,09,2012,"['1', '0']",[],03:50,3,03:50:00
"h:""04:50""},","h:""10&nbsp;°C""},",25,09,2012,"['1', '0']",[],04:50,4,04:50:00
"h:""05:50""},","h:""10&nbsp;°C""},",25,09,2012,"['1', '0']",[],05:50,5,05:50:00
"h:""06:50""},","h:""9&nbsp;°C""},",25,09,2012,['9'],[],06:50,6,06:50:00
"h:""07:50""},","h:""10&nbsp;°C""},",25,09,2012,"['1', '0']",[],07:50,7,07:50:00
"h:""08:50""},","h:""12&nbsp;°C""},",25,09,2012,"['1', '2']",[],08:50,8,08:50:00
"h:""09:50""},","h:""14&nbsp;°C""},",25,09,2012,"['1', '4']",[],09:50,9,09:50:00
"h:""10:50""},","h:""15&nbsp;°C""},",25,09,2012,"['1', '5']",[],10:50,10,10:50:00
"h:""11:50""},","h:""16&nbsp;°C""},",25,09,2012,"['1', '6']",[],11:50,11,11:50:00
"h:""12:50""},","h:""15&nbsp;°C""},",25,09,2012,"['1', '5']",[],12:50,12,12:50:00
"h:""13:50""},","h:""15&nbsp;°C""},",25,09,2012,"['1', '5']",[],13:50,13,13:50:00
"h:""14:50""},","h:""15&nbsp;°C""},",25,09,2012,"['1', '5']",[],14:50,14,14:50:00
"h:""15:50""},","h:""15&nbsp;°C""},",25,09,2012,"['1', '5']",[],15:50,15,15:50:00
"h:""16:50""},","h:""16&nbsp;°C""},",25,09,2012,"['1', '6']",[],16:50,16,16:50:00
"h:""17:50""},","h:""13&nbsp;°C""},",25,09,2012,"['1', '3']",[],17:50,17,17:50:00
"h:""18:50""},","h:""13&nbsp;°C""},",25,09,2012,"['1', '3']",[],18:50,18,18:50:00
"h:""19:50""},","h:""13&nbsp;°C""},",25,09,2012,"['1', '3']",[],19:50,19,19:50:00
"h:""20:50""},","h:""12&nbsp;°C""},",25,09,2012,"['1', '2']",[],20:50,20,20:50:00
"h:""21:50""},","h:""11&nbsp;°C""},",25,09,2012,"['1', '1']",[],21:50,21,21:50:00
"h:""22:50""},","h:""11&nbsp;°C""},",25,09,2012,"['1', '1']",[],22:50,22,22:50:00
"h:""23:50""},","h:""11&nbsp;°C""},",25,09,2012,"['1', '1']",[],23:50,23,23:50:00
"h:""00:50<br><span class=\""smaller soft\"">Mi, 26. Sep<\/span>""},","h:""10&nbsp;°C""},",26,09,2012,"['1', '0']",[],00:50,0,00:50:00
"h:""01:50""},","h:""11&nbsp;°C""},",26,09,2012,"['1', '1']",[],01:50,1,01:50:00
"h:""02:50""},","h:""11&nbsp;°C""},",26,09,2012,"['1', '1']",[],02:50,2,02:50:00
"h:""03:50""},","h:""10&nbsp;°C""},",26,09,2012,"['1', '0']",[],03:50,3,03:50:00
"h:""04:50""},","h:""10&nbsp;°C""},",26,09,2012,"['1', '0']",[],04:50,4,04:50:00
"h:""05:50""},","h:""11&nbsp;°C""},",26,09,2012,"['1', '1']",[],05:50,5,05:50:00
"h:""06:50""},","h:""11&nbsp;°C""},",26,09,2012,"['1', '1']",[],06:50,6,06:50:00
"h:""07:50""},","h:""11&nbsp;°C""},",26,09,2012,"['1', '1']",[],07:50,7,07:50:00
"h:""08:50""},","h:""11&nbsp;°C""},",26,09,2012,"['1', '1']",[],08:50,8,08:50:00
"h:""09:50""},","h:""12&nbsp;°C""},",26,09,2012,"['1', '2']",[],09:50,9,09:50:00
"h:""10:50""},","h:""14&nbsp;°C""},",26,09,2012,"['1', '4']",[],10:50,10,10:50:00
"h:""11:50""},","h:""15&nbsp;°C""},",26,09,2012,"['1', '5']",[],11:50,11,11:50:00
"h:""12:50""},","h:""14&nbsp;°C""},",26,09,2012,"['1', '4']",[],12:50,12,12:50:00
"h:""13:50""},","h:""14&nbsp;°C""},",26,09,2012,"['1', '4']",[],13:50,13,13:50:00
"h:""14:50""},","h:""14&nbsp;°C""},",26,09,2012,"['1', '4']",[],14:50,14,14:50:00
"h:""15:50""},","h:""16&nbsp;°C""},",26,09,2012,"['1', '6']",[],15:50,15,15:50:00
"h:""16:50""},","h:""16&nbsp;°C""},",26,09,2012,"['1', '6']",[],16:50,16,16:50:00
"h:""17:50""},","h:""15&nbsp;°C""},",26,09,2012,"['1', '5']",[],17:50,17,17:50:00
"h:""18:50""},","h:""14&nbsp;°C""},",26,09,2012,"['1', '4']",[],18:50,18,18:50:00
"h:""19:50""},","h:""13&nbsp;°C""},",26,09,2012,"['1', '3']",[],19:50,19,19:50:00
"h:""20:50""},","h:""11&nbsp;°C""},",26,09,2012,"['1', '1']",[],20:50,20,20:50:00
"h:""21:50""},","h:""10&nbsp;°C""},",26,09,2012,"['1', '0']",[],21:50,21,21:50:00
"h:""22:50""},","h:""10&nbsp;°C""},",26,09,2012,"['1', '0']",[],22:50,22,22:50:00
"h:""23:50""},","h:""10&nbsp;°C""},",26,09,2012,"['1', '0']",[],23:50,23,23:50:00
"h:""00:50<br><span class=\""smaller soft\"">Do, 27. Sep<\/span>""},","h:""10&nbsp;°C""},",27,09,2012,"['1', '0']",[],00:50,0,00:50:00
"h:""01:50""},","h:""11&nbsp;°C""},",27,09,2012,"['1', '1']",[],01:50,1,01:50:00
"h:""02:50""},","h:""12&nbsp;°C""},",27,09,2012,"['1', '2']",[],02:50,2,02:50:00
"h:""03:50""},","h:""12&nbsp;°C""},",27,09,2012,"['1', '2']",[],03:50,3,03:50:00
"h:""04:50""},","h:""11&nbsp;°C""},",27,09,2012,"['1', '1']",[],04:50,4,04:50:00
"h:""05:50""},","h:""11&nbsp;°C""},",27,09,2012,"['1', '1']",[],05:50,5,05:50:00
"h:""06:50""},","h:""11&nbsp;°C""},",27,09,2012,"['1', '1']",[],06:50,6,06:50:00
"h:""07:50""},","h:""11&nbsp;°C""},",27,09,2012,"['1', '1']",[],07:50,7,07:50:00
"h:""08:50""},","h:""12&nbsp;°C""},",27,09,2012,"['1', '2']",[],08:50,8,08:50:00
"h:""09:50""},","h:""12&nbsp;°C""},",27,09,2012,"['1', '2']",[],09:50,9,09:50:00
"h:""10:50""},","h:""13&nbsp;°C""},",27,09,2012,"['1', '3']",[],10:50,10,10:50:00
"h:""11:50""},","h:""14&nbsp;°C""},",27,09,2012,"['1', '4']",[],11:50,11,11:50:00
"h:""12:50""},","h:""15&nbsp;°C""},",27,09,2012,"['1', '5']",[],12:50,12,12:50:00
"h:""13:50""},","h:""15&nbsp;°C""},",27,09,2012,"['1', '5']",[],13:50,13,13:50:00
"h:""14:50""},","h:""17&nbsp;°C""},",27,09,2012,"['1', '7']",[],14:50,14,14:50:00
"h:""15:50""},","h:""16&nbsp;°C""},",27,09,2012,"['1', '6']",[],15:50,15,15:50:00
"h:""16:50""},","h:""16&nbsp;°C""},",27,09,2012,"['1', '6']",[],16:50,16,16:50:00
"h:""17:50""},","h:""15&nbsp;°C""},",27,09,2012,"['1', '5']",[],17:50,17,17:50:00
"h:""18:50""},","h:""13&nbsp;°C""},",27,09,2012,"['1', '3']",[],18:50,18,18:50:00
"h:""19:50""},","h:""12&nbsp;°C""},",27,09,2012,"['1', '2']",[],19:50,19,19:50:00
"h:""20:50""},","h:""11&nbsp;°C""},",27,09,2012,"['1', '1']",[],20:50,20,20:50:00
"h:""21:50""},","h:""10&nbsp;°C""},",27,09,2012,"['1', '0']",[],21:50,21,21:50:00
"h:""22:50""},","h:""10&nbsp;°C""},",27,09,2012,"['1', '0']",[],22:50,22,22:50:00
"h:""23:50""},","h:""10&nbsp;°C""},",27,09,2012,"['1', '0']",[],23:50,23,23:50:00
"h:""00:50<br><span class=\""smaller soft\"">Fr, 28. Sep<\/span>""},","h:""10&nbsp;°C""},",28,09,2012,"['1', '0']",[],00:50,0,00:50:00
"h:""01:50""},","h:""9&nbsp;°C""},",28,09,2012,['9'],[],01:50,1,01:50:00
"h:""02:50""},","h:""9&nbsp;°C""},",28,09,2012,['9'],[],02:50,2,02:50:00
"h:""03:50""},","h:""8&nbsp;°C""},",28,09,2012,['8'],[],03:50,3,03:50:00
"h:""04:50""},","h:""8&nbsp;°C""},",28,09,2012,['8'],[],04:50,4,04:50:00
"h:""05:50""},","h:""9&nbsp;°C""},",28,09,2012,['9'],[],05:50,5,05:50:00
"h:""06:50""},","h:""9&nbsp;°C""},",28,09,2012,['9'],[],06:50,6,06:50:00
"h:""07:50""},","h:""10&nbsp;°C""},",28,09,2012,"['1', '0']",[],07:50,7,07:50:00
"h:""08:50""},","h:""12&nbsp;°C""},",28,09,2012,"['1', '2']",[],08:50,8,08:50:00
"h:""09:50""},","h:""14&nbsp;°C""},",28,09,2012,"['1', '4']",[],09:50,9,09:50:00
"h:""10:50""},","h:""15&nbsp;°C""},",28,09,2012,"['1', '5']",[],10:50,10,10:50:00
"h:""11:50""},","h:""16&nbsp;°C""},",28,09,2012,"['1', '6']",[],11:50,11,11:50:00
"h:""12:50""},","h:""16&nbsp;°C""},",28,09,2012,"['1', '6']",[],12:50,12,12:50:00
"h:""13:50""},","h:""15&nbsp;°C""},",28,09,2012,"['1', '5']",[],13:50,13,13:50:00
"h:""14:50""},","h:""14&nbsp;°C""},",28,09,2012,"['1', '4']",[],14:50,14,14:50:00
"h:""15:50""},","h:""13&nbsp;°C""},",28,09,2012,"['1', '3']",[],15:50,15,15:50:00
"h:""16:50""},","h:""14&nbsp;°C""},",28,09,2012,"['1', '4']",[],16:50,16,16:50:00
"h:""17:50""},","h:""14&nbsp;°C""},",28,09,2012,"['1', '4']",[],17:50,17,17:50:00
"h:""18:50""},","h:""13&nbsp;°C""},",28,09,2012,"['1', '3']",[],18:50,18,18:50:00
"h:""19:50""},","h:""13&nbsp;°C""},",28,09,2012,"['1', '3']",[],19:50,19,19:50:00
"h:""20:50""},","h:""12&nbsp;°C""},",28,09,2012,"['1', '2']",[],20:50,20,20:50:00
"h:""21:50""},","h:""11&nbsp;°C""},",28,09,2012,"['1', '1']",[],21:50,21,21:50:00
"h:""22:50""},","h:""11&nbsp;°C""},",28,09,2012,"['1', '1']",[],22:50,22,22:50:00
"h:""23:50""},","h:""10&nbsp;°C""},",28,09,2012,"['1', '0']",[],23:50,23,23:50:00
"h:""00:50<br><span class=\""smaller soft\"">Sa, 29. Sep<\/span>""},","h:""10&nbsp;°C""},",29,09,2012,"['1', '0']",[],00:50,0,00:50:00
"h:""01:50""},","h:""11&nbsp;°C""},",29,09,2012,"['1', '1']",[],01:50,1,01:50:00
"h:""02:50""},","h:""10&nbsp;°C""},",29,09,2012,"['1', '0']",[],02:50,2,02:50:00
"h:""03:50""},","h:""10&nbsp;°C""},",29,09,2012,"['1', '0']",[],03:50,3,03:50:00
"h:""04:50""},","h:""9&nbsp;°C""},",29,09,2012,['9'],[],04:50,4,04:50:00
"h:""05:50""},","h:""9&nbsp;°C""},",29,09,2012,['9'],[],05:50,5,05:50:00
"h:""06:50""},","h:""8&nbsp;°C""},",29,09,2012,['8'],[],06:50,6,06:50:00
"h:""07:50""},","h:""8&nbsp;°C""},",29,09,2012,['8'],[],07:50,7,07:50:00
"h:""08:50""},","h:""10&nbsp;°C""},",29,09,2012,"['1', '0']",[],08:50,8,08:50:00
"h:""09:50""},","h:""12&nbsp;°C""},",29,09,2012,"['1', '2']",[],09:50,9,09:50:00
"h:""10:50""},","h:""13&nbsp;°C""},",29,09,2012,"['1', '3']",[],10:50,10,10:50:00
"h:""11:50""},","h:""13&nbsp;°C""},",29,09,2012,"['1', '3']",[],11:50,11,11:50:00
"h:""12:50""},","h:""14&nbsp;°C""},",29,09,2012,"['1', '4']",[],12:50,12,12:50:00
"h:""14:50""},","h:""14&nbsp;°C""},",29,09,2012,"['1', '4']",[],14:50,14,14:50:00
"h:""15:50""},","h:""14&nbsp;°C""},",29,09,2012,"['1', '4']",[],15:50,15,15:50:00
"h:""16:50""},","h:""15&nbsp;°C""},",29,09,2012,"['1', '5']",[],16:50,16,16:50:00
"h:""17:50""},","h:""14&nbsp;°C""},",29,09,2012,"['1', '4']",[],17:50,17,17:50:00
"h:""18:50""},","h:""12&nbsp;°C""},",29,09,2012,"['1', '2']",[],18:50,18,18:50:00
"h:""19:50""},","h:""11&nbsp;°C""},",29,09,2012,"['1', '1']",[],19:50,19,19:50:00
"h:""20:50""},","h:""9&nbsp;°C""},",29,09,2012,['9'],[],20:50,20,20:50:00
"h:""21:50""},","h:""9&nbsp;°C""},",29,09,2012,['9'],[],21:50,21,21:50:00
"h:""22:50""},","h:""7&nbsp;°C""},",29,09,2012,['7'],[],22:50,22,22:50:00
"h:""23:50""},","h:""7&nbsp;°C""},",29,09,2012,['7'],[],23:50,23,23:50:00
"h:""00:50<br><span class=\""smaller soft\"">So, 30. Sep<\/span>""},","h:""8&nbsp;°C""},",30,09,2012,['8'],[],00:50,0,00:50:00
"h:""01:50""},","h:""7&nbsp;°C""},",30,09,2012,['7'],[],01:50,1,01:50:00
"h:""02:50""},","h:""7&nbsp;°C""},",30,09,2012,['7'],[],02:50,2,02:50:00
"h:""03:50""},","h:""6&nbsp;°C""},",30,09,2012,['6'],[],03:50,3,03:50:00
"h:""04:50""},","h:""5&nbsp;°C""},",30,09,2012,['5'],[],04:50,4,04:50:00
"h:""05:50""},","h:""6&nbsp;°C""},",30,09,2012,['6'],[],05:50,5,05:50:00
"h:""06:50""},","h:""6&nbsp;°C""},",30,09,2012,['6'],[],06:50,6,06:50:00
"h:""07:50""},","h:""9&nbsp;°C""},",30,09,2012,['9'],[],07:50,7,07:50:00
"h:""08:50""},","h:""10&nbsp;°C""},",30,09,2012,"['1', '0']",[],08:50,8,08:50:00
"h:""09:50""},","h:""13&nbsp;°C""},",30,09,2012,"['1', '3']",[],09:50,9,09:50:00
"h:""10:50""},","h:""14&nbsp;°C""},",30,09,2012,"['1', '4']",[],10:50,10,10:50:00
"h:""11:50""},","h:""15&nbsp;°C""},",30,09,2012,"['1', '5']",[],11:50,11,11:50:00
"h:""12:50""},","h:""16&nbsp;°C""},",30,09,2012,"['1', '6']",[],12:50,12,12:50:00
"h:""13:50""},","h:""17&nbsp;°C""},",30,09,2012,"['1', '7']",[],13:50,13,13:50:00
"h:""14:50""},","h:""17&nbsp;°C""},",30,09,2012,"['1', '7']",[],14:50,14,14:50:00
"h:""15:50""},","h:""16&nbsp;°C""},",30,09,2012,"['1', '6']",[],15:50,15,15:50:00
"h:""16:50""},","h:""16&nbsp;°C""},",30,09,2012,"['1', '6']",[],16:50,16,16:50:00
"h:""17:50""},","h:""15&nbsp;°C""},",30,09,2012,"['1', '5']",[],17:50,17,17:50:00
"h:""18:50""},","h:""15&nbsp;°C""},",30,09,2012,"['1', '5']",[],18:50,18,18:50:00
"h:""19:50""},","h:""15&nbsp;°C""},",30,09,2012,"['1', '5']",[],19:50,19,19:50:00
"h:""20:50""},","h:""14&nbsp;°C""},",30,09,2012,"['1', '4']",[],20:50,20,20:50:00
"h:""21:50""},","h:""15&nbsp;°C""},",30,09,2012,"['1', '5']",[],21:50,21,21:50:00
"h:""22:50""},","h:""14&nbsp;°C""},",30,09,2012,"['1', '4']",[],22:50,22,22:50:00
"h:""23:50""},","h:""14&nbsp;°C""},",30,09,2012,"['1', '4']",[],23:50,23,23:50:00
"h:""00:50<br><span class=\""smaller soft\"">Mo, 1. Okt<\/span>""},","h:""14&nbsp;°C""},",01,10,2012,"['1', '4']",[],00:50,0,00:50:00
"h:""01:50""},","h:""14&nbsp;°C""},",01,10,2012,"['1', '4']",[],01:50,1,01:50:00
"h:""02:50""},","h:""14&nbsp;°C""},",01,10,2012,"['1', '4']",[],02:50,2,02:50:00
"h:""03:50""},","h:""14&nbsp;°C""},",01,10,2012,"['1', '4']",[],03:50,3,03:50:00
"h:""04:50""},","h:""14&nbsp;°C""},",01,10,2012,"['1', '4']",[],04:50,4,04:50:00
"h:""05:50""},","h:""13&nbsp;°C""},",01,10,2012,"['1', '3']",[],05:50,5,05:50:00
"h:""06:50""},","h:""14&nbsp;°C""},",01,10,2012,"['1', '4']",[],06:50,6,06:50:00
"h:""07:50""},","h:""14&nbsp;°C""},",01,10,2012,"['1', '4']",[],07:50,7,07:50:00
"h:""08:50""},","h:""15&nbsp;°C""},",01,10,2012,"['1', '5']",[],08:50,8,08:50:00
"h:""09:50""},","h:""14&nbsp;°C""},",01,10,2012,"['1', '4']",[],09:50,9,09:50:00
"h:""11:50""},","h:""14&nbsp;°C""},",01,10,2012,"['1', '4']",[],11:50,11,11:50:00
"h:""12:50""},","h:""14&nbsp;°C""},",01,10,2012,"['1', '4']",[],12:50,12,12:50:00
"h:""13:50""},","h:""15&nbsp;°C""},",01,10,2012,"['1', '5']",[],13:50,13,13:50:00
"h:""14:50""},","h:""16&nbsp;°C""},",01,10,2012,"['1', '6']",[],14:50,14,14:50:00
"h:""15:50""},","h:""17&nbsp;°C""},",01,10,2012,"['1', '7']",[],15:50,15,15:50:00
"h:""16:50""},","h:""16&nbsp;°C""},",01,10,2012,"['1', '6']",[],16:50,16,16:50:00
"h:""17:50""},","h:""16&nbsp;°C""},",01,10,2012,"['1', '6']",[],17:50,17,17:50:00
"h:""18:50""},","h:""15&nbsp;°C""},",01,10,2012,"['1', '5']",[],18:50,18,18:50:00
"h:""19:50""},","h:""13&nbsp;°C""},",01,10,2012,"['1', '3']",[],19:50,19,19:50:00
"h:""20:50""},","h:""13&nbsp;°C""},",01,10,2012,"['1', '3']",[],20:50,20,20:50:00
"h:""21:50""},","h:""12&nbsp;°C""},",01,10,2012,"['1', '2']",[],21:50,21,21:50:00
"h:""22:50""},","h:""12&nbsp;°C""},",01,10,2012,"['1', '2']",[],22:50,22,22:50:00
"h:""23:50""},","h:""11&nbsp;°C""},",01,10,2012,"['1', '1']",[],23:50,23,23:50:00
"h:""00:50<br><span class=\""smaller soft\"">Di, 2. Okt<\/span>""},","h:""10&nbsp;°C""},",02,10,2012,"['1', '0']",[],00:50,0,00:50:00
"h:""01:50""},","h:""11&nbsp;°C""},",02,10,2012,"['1', '1']",[],01:50,1,01:50:00
"h:""02:50""},","h:""10&nbsp;°C""},",02,10,2012,"['1', '0']",[],02:50,2,02:50:00
"h:""03:50""},","h:""10&nbsp;°C""},",02,10,2012,"['1', '0']",[],03:50,3,03:50:00
"h:""04:50""},","h:""10&nbsp;°C""},",02,10,2012,"['1', '0']",[],04:50,4,04:50:00
"h:""05:50""},","h:""11&nbsp;°C""},",02,10,2012,"['1', '1']",[],05:50,5,05:50:00
"h:""06:50""},","h:""11&nbsp;°C""},",02,10,2012,"['1', '1']",[],06:50,6,06:50:00
"h:""07:50""},","h:""11&nbsp;°C""},",02,10,2012,"['1', '1']",[],07:50,7,07:50:00
"h:""08:50""},","h:""12&nbsp;°C""},",02,10,2012,"['1', '2']",[],08:50,8,08:50:00
"h:""09:50""},","h:""14&nbsp;°C""},",02,10,2012,"['1', '4']",[],09:50,9,09:50:00
"h:""10:50""},","h:""15&nbsp;°C""},",02,10,2012,"['1', '5']",[],10:50,10,10:50:00
"h:""11:50""},","h:""16&nbsp;°C""},",02,10,2012,"['1', '6']",[],11:50,11,11:50:00
"h:""12:50""},","h:""17&nbsp;°C""},",02,10,2012,"['1', '7']",[],12:50,12,12:50:00
"h:""13:50""},","h:""17&nbsp;°C""},",02,10,2012,"['1', '7']",[],13:50,13,13:50:00
"h:""14:50""},","h:""16&nbsp;°C""},",02,10,2012,"['1', '6']",[],14:50,14,14:50:00
"h:""15:50""},","h:""15&nbsp;°C""},",02,10,2012,"['1', '5']",[],15:50,15,15:50:00
"h:""16:50""},","h:""15&nbsp;°C""},",02,10,2012,"['1', '5']",[],16:50,16,16:50:00
"h:""17:50""},","h:""15&nbsp;°C""},",02,10,2012,"['1', '5']",[],17:50,17,17:50:00
"h:""18:50""},","h:""14&nbsp;°C""},",02,10,2012,"['1', '4']",[],18:50,18,18:50:00
"h:""19:50""},","h:""13&nbsp;°C""},",02,10,2012,"['1', '3']",[],19:50,19,19:50:00
"h:""20:50""},","h:""13&nbsp;°C""},",02,10,2012,"['1', '3']",[],20:50,20,20:50:00
"h:""21:50""},","h:""13&nbsp;°C""},",02,10,2012,"['1', '3']",[],21:50,21,21:50:00
"h:""22:50""},","h:""14&nbsp;°C""},",02,10,2012,"['1', '4']",[],22:50,22,22:50:00
"h:""23:50""},","h:""14&nbsp;°C""},",02,10,2012,"['1', '4']",[],23:50,23,23:50:00
"h:""00:50<br><span class=\""smaller soft\"">Mi, 3. Okt<\/span>""},","h:""14&nbsp;°C""},",03,10,2012,"['1', '4']",[],00:50,0,00:50:00
"h:""01:50""},","h:""13&nbsp;°C""},",03,10,2012,"['1', '3']",[],01:50,1,01:50:00
"h:""02:50""},","h:""13&nbsp;°C""},",03,10,2012,"['1', '3']",[],02:50,2,02:50:00
"h:""03:50""},","h:""12&nbsp;°C""},",03,10,2012,"['1', '2']",[],03:50,3,03:50:00
"h:""04:50""},","h:""12&nbsp;°C""},",03,10,2012,"['1', '2']",[],04:50,4,04:50:00
"h:""05:50""},","h:""12&nbsp;°C""},",03,10,2012,"['1', '2']",[],05:50,5,05:50:00
"h:""06:50""},","h:""11&nbsp;°C""},",03,10,2012,"['1', '1']",[],06:50,6,06:50:00
"h:""07:50""},","h:""11&nbsp;°C""},",03,10,2012,"['1', '1']",[],07:50,7,07:50:00
"h:""08:50""},","h:""12&nbsp;°C""},",03,10,2012,"['1', '2']",[],08:50,8,08:50:00
"h:""09:50""},","h:""13&nbsp;°C""},",03,10,2012,"['1', '3']",[],09:50,9,09:50:00
"h:""11:50""},","h:""13&nbsp;°C""},",03,10,2012,"['1', '3']",[],11:50,11,11:50:00
"h:""12:50""},","h:""14&nbsp;°C""},",03,10,2012,"['1', '4']",[],12:50,12,12:50:00
"h:""13:50""},","h:""14&nbsp;°C""},",03,10,2012,"['1', '4']",[],13:50,13,13:50:00
"h:""14:50""},","h:""14&nbsp;°C""},",03,10,2012,"['1', '4']",[],14:50,14,14:50:00
"h:""15:50""},","h:""14&nbsp;°C""},",03,10,2012,"['1', '4']",[],15:50,15,15:50:00
"h:""16:50""},","h:""14&nbsp;°C""},",03,10,2012,"['1', '4']",[],16:50,16,16:50:00
"h:""17:50""},","h:""13&nbsp;°C""},",03,10,2012,"['1', '3']",[],17:50,17,17:50:00
"h:""18:50""},","h:""13&nbsp;°C""},",03,10,2012,"['1', '3']",[],18:50,18,18:50:00
"h:""19:50""},","h:""9&nbsp;°C""},",03,10,2012,['9'],[],19:50,19,19:50:00
"h:""20:50""},","h:""9&nbsp;°C""},",03,10,2012,['9'],[],20:50,20,20:50:00
"h:""21:50""},","h:""9&nbsp;°C""},",03,10,2012,['9'],[],21:50,21,21:50:00
"h:""22:50""},","h:""9&nbsp;°C""},",03,10,2012,['9'],[],22:50,22,22:50:00
"h:""23:50""},","h:""9&nbsp;°C""},",03,10,2012,['9'],[],23:50,23,23:50:00
"h:""00:50<br><span class=\""smaller soft\"">Do, 4. Okt<\/span>""},","h:""9&nbsp;°C""},",04,10,2012,['9'],[],00:50,0,00:50:00
"h:""01:50""},","h:""8&nbsp;°C""},",04,10,2012,['8'],[],01:50,1,01:50:00
"h:""02:50""},","h:""7&nbsp;°C""},",04,10,2012,['7'],[],02:50,2,02:50:00
"h:""03:50""},","h:""6&nbsp;°C""},",04,10,2012,['6'],[],03:50,3,03:50:00
"h:""04:50""},","h:""5&nbsp;°C""},",04,10,2012,['5'],[],04:50,4,04:50:00
"h:""05:50""},","h:""5&nbsp;°C""},",04,10,2012,['5'],[],05:50,5,05:50:00
"h:""06:50""},","h:""5&nbsp;°C""},",04,10,2012,['5'],[],06:50,6,06:50:00
"h:""07:09""},","h:""6&nbsp;°C""},",04,10,2012,['6'],[],07:09,7,07:09:00
"h:""07:50""},","h:""7&nbsp;°C""},",04,10,2012,['7'],[],07:50,7,07:50:00
"h:""08:50""},","h:""8&nbsp;°C""},",04,10,2012,['8'],[],08:50,8,08:50:00
"h:""09:50""},","h:""10&nbsp;°C""},",04,10,2012,"['1', '0']",[],09:50,9,09:50:00
"h:""10:50""},","h:""12&nbsp;°C""},",04,10,2012,"['1', '2']",[],10:50,10,10:50:00
"h:""11:50""},","h:""14&nbsp;°C""},",04,10,2012,"['1', '4']",[],11:50,11,11:50:00
"h:""12:50""},","h:""14&nbsp;°C""},",04,10,2012,"['1', '4']",[],12:50,12,12:50:00
"h:""13:50""},","h:""15&nbsp;°C""},",04,10,2012,"['1', '5']",[],13:50,13,13:50:00
"h:""14:50""},","h:""16&nbsp;°C""},",04,10,2012,"['1', '6']",[],14:50,14,14:50:00
"h:""15:50""},","h:""14&nbsp;°C""},",04,10,2012,"['1', '4']",[],15:50,15,15:50:00
"h:""16:50""},","h:""15&nbsp;°C""},",04,10,2012,"['1', '5']",[],16:50,16,16:50:00
"h:""17:50""},","h:""14&nbsp;°C""},",04,10,2012,"['1', '4']",[],17:50,17,17:50:00
"h:""18:50""},","h:""14&nbsp;°C""},",04,10,2012,"['1', '4']",[],18:50,18,18:50:00
"h:""19:50""},","h:""13&nbsp;°C""},",04,10,2012,"['1', '3']",[],19:50,19,19:50:00
"h:""20:50""},","h:""12&nbsp;°C""},",04,10,2012,"['1', '2']",[],20:50,20,20:50:00
"h:""21:50""},","h:""12&nbsp;°C""},",04,10,2012,"['1', '2']",[],21:50,21,21:50:00
"h:""22:50""},","h:""12&nbsp;°C""},",04,10,2012,"['1', '2']",[],22:50,22,22:50:00
"h:""23:50""},","h:""11&nbsp;°C""},",04,10,2012,"['1', '1']",[],23:50,23,23:50:00
"h:""00:50<br><span class=\""smaller soft\"">Fr, 5. Okt<\/span>""},","h:""11&nbsp;°C""},",05,10,2012,"['1', '1']",[],00:50,0,00:50:00
"h:""01:50""},","h:""11&nbsp;°C""},",05,10,2012,"['1', '1']",[],01:50,1,01:50:00
"h:""02:50""},","h:""11&nbsp;°C""},",05,10,2012,"['1', '1']",[],02:50,2,02:50:00
"h:""03:50""},","h:""13&nbsp;°C""},",05,10,2012,"['1', '3']",[],03:50,3,03:50:00
"h:""04:50""},","h:""15&nbsp;°C""},",05,10,2012,"['1', '5']",[],04:50,4,04:50:00
"h:""05:50""},","h:""16&nbsp;°C""},",05,10,2012,"['1', '6']",[],05:50,5,05:50:00
"h:""06:01""},","h:""15&nbsp;°C""},",05,10,2012,"['1', '5']",[],06:01,6,06:01:00
"h:""06:50""},","h:""11&nbsp;°C""},",05,10,2012,"['1', '1']",[],06:50,6,06:50:00
"h:""07:08""},","h:""11&nbsp;°C""},",05,10,2012,"['1', '1']",[],07:08,7,07:08:00
"h:""07:50""},","h:""11&nbsp;°C""},",05,10,2012,"['1', '1']",[],07:50,7,07:50:00
"h:""08:50""},","h:""12&nbsp;°C""},",05,10,2012,"['1', '2']",[],08:50,8,08:50:00
